id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
7234600798;20150210T000000;425000.0;3;2.5;1120;1100;2.0;0;0;3;8;820;300;2008;0;98122;47.6106;-122.31;1590;1795
3278600320;20140723T000000;465000.0;3;2.5;2150;4084;2.0;0;0;3;8;2150;0;2007;0;98126;47.5488;-122.372;1750;2385
9526600140;20140919T000000;677900.0;3;2.5;2440;4587;2.0;0;0;3;8;2440;0;2010;0;98052;47.7073;-122.114;2750;4587
1025049114;20140717T000000;625504.0;3;2.25;1270;1566;2.0;0;0;3;8;1060;210;2014;0;98105;47.6647;-122.284;1160;1327
4014400292;20150114T000000;465000.0;3;2.5;2714;17936;2.0;0;0;3;9;2714;0;2005;0;98001;47.3185;-122.275;2590;18386
8682281200;20150309T000000;479950.0;2;2.0;1510;6516;1.0;0;0;3;8;1510;0;2005;0;98053;47.7076;-122.013;1640;6009
1873100060;20140829T000000;693000.0;4;2.5;2460;4425;2.0;0;0;3;8;2460;0;2006;0;98052;47.7048;-122.109;2990;5659
4215100060;20150320T000000;365000.0;3;2.5;2653;4510;2.0;0;0;3;8;2653;0;2006;0;98031;47.4145;-122.166;2653;4927
1126049053;20141113T000000;770000.0;4;2.75;3820;26300;2.0;0;0;3;9;2850;970;2014;0;98028;47.7618;-122.261;1860;12136
7202360350;20140630T000000;780000.0;4;2.5;3500;7048;2.0;0;0;3;9;3500;0;2005;0;98053;47.6811;-122.025;3920;7864
5104530560;20150401T000000;208633.0;3;2.5;2040;3810;2.0;0;0;3;8;2040;0;2006;0;98038;47.3537;-122.0;2370;4590
325059286;20140513T000000;819900.0;5;2.75;3150;7119;2.0;0;0;3;9;3150;0;2013;0;98052;47.6759;-122.151;1560;8384
1115300070;20141106T000000;684000.0;4;3.5;3040;8414;2.0;0;0;3;9;2420;620;2010;0;98059;47.5222;-122.157;3470;8066
5416510830;20140806T000000;300000.0;4;2.5;1910;4862;2.0;0;0;3;7;1910;0;2005;0;98038;47.3607;-122.034;2010;5091
925059078;20140819T000000;604950.0;3;2.5;2110;5608;1.0;0;0;3;8;1340;770;2013;0;98033;47.6743;-122.184;2040;9363
4047200695;20140618T000000;330000.0;3;2.5;1600;26977;2.0;0;0;3;8;1600;0;2005;0;98019;47.7736;-121.901;1790;27743
9126100861;20150306T000000;557000.0;3;3.5;1710;2096;2.0;0;0;3;8;1290;420;2008;0;98122;47.6055;-122.305;1630;1543
2422029094;20140716T000000;517534.0;2;1.0;833;143947;1.0;0;0;3;5;833;0;2006;0;98070;47.3889;-122.482;1380;143947
8724300030;20141223T000000;355000.0;3;2.25;1860;5028;2.0;0;0;3;8;1860;0;2012;0;98019;47.7318;-121.982;2320;5465
305500140;20150512T000000;365000.0;3;2.5;2200;4052;2.0;0;0;3;8;2200;0;2005;0;98058;47.4362;-122.178;2310;5082
646910160;20140903T000000;237000.0;3;2.5;1490;2138;2.0;0;0;3;7;1490;0;2005;0;98055;47.4324;-122.197;1490;2094
2024069128;20141110T000000;1030000.0;3;2.5;3545;9816;1.0;0;0;3;10;2610;935;2005;0;98027;47.5534;-122.078;3630;7704
6154500070;20140626T000000;1050000.0;4;3.5;3450;7832;2.0;0;0;3;10;3450;0;2007;0;98006;47.5637;-122.123;3220;8567
1853080570;20140811T000000;859900.0;4;2.75;3390;6298;2.0;0;0;3;9;3390;0;2011;0;98074;47.5906;-122.062;3390;7111
1604602050;20140711T000000;460000.0;3;2.5;1610;2527;2.0;0;2;3;9;1080;530;2005;0;98118;47.5674;-122.29;1610;4173
3885805665;20140612T000000;1485000.0;4;3.75;4030;10800;2.0;0;0;3;10;4030;0;2006;0;98033;47.6821;-122.196;2160;7200
5126310400;20150305T000000;480000.0;4;2.5;2600;7787;2.0;0;0;3;8;2600;0;2005;0;98059;47.4877;-122.139;2830;7787
1923069078;20140805T000000;890000.0;4;3.25;3180;194278;2.0;0;0;3;10;3180;0;2005;0;98059;47.4711;-122.084;2200;178160
726049331;20150326T000000;515000.0;5;3.0;2530;5105;1.0;0;0;3;8;1520;1010;2005;0;98133;47.7546;-122.341;2290;4011
7899800860;20150319T000000;259950.0;2;2.0;1070;649;2.0;0;0;3;9;720;350;2008;0;98106;47.5213;-122.357;1070;928
6431500140;20141217T000000;880000.0;3;2.5;2870;5163;2.0;0;0;3;9;2870;0;2014;0;98103;47.6935;-122.352;1630;7995
7203102050;20140728T000000;435000.0;3;2.5;1840;5680;2.0;0;0;3;7;1840;0;2008;0;98053;47.6969;-122.026;1600;4697
8669160310;20141209T000000;266000.0;3;2.5;1805;3402;2.0;0;0;3;7;1805;0;2009;0;98002;47.3521;-122.212;2095;3402
1526069135;20141211T000000;930000.0;4;4.0;6050;84942;2.5;0;2;3;9;4150;1900;2009;0;98077;47.7466;-122.029;2700;199504
7853240200;20140516T000000;619000.0;3;2.5;2720;6439;2.0;0;0;3;9;2720;0;2005;0;98065;47.5422;-121.86;3180;7320
2781280390;20150324T000000;290000.0;3;2.5;1610;2937;2.0;0;0;3;8;1610;0;2006;0;98055;47.4489;-122.188;1610;3049
9542830350;20140902T000000;296000.0;4;2.5;1780;3600;2.0;0;0;3;7;1780;0;2006;0;98038;47.3665;-122.017;2020;3802
3278600240;20140722T000000;372500.0;2;2.5;1400;2958;2.0;0;0;3;8;1400;0;2007;0;98126;47.5496;-122.373;1540;2385
4379400260;20140610T000000;695000.0;3;2.75;2540;4694;2.0;0;0;3;9;2540;0;2005;0;98074;47.6214;-122.024;2600;6344
7548300731;20140808T000000;559950.0;3;2.5;1660;1458;3.0;0;0;3;9;1660;0;2014;0;98144;47.5876;-122.309;1660;1784
9385200045;20150512T000000;729500.0;3;2.5;1660;1091;3.0;0;1;3;9;1530;130;2015;0;98116;47.5818;-122.402;1510;1352
6145600041;20140514T000000;306000.0;3;1.5;1220;1086;3.0;0;0;3;8;1220;0;2007;0;98133;47.7049;-122.353;1220;1422
5104540240;20140609T000000;609900.0;4;2.5;3190;7399;2.0;0;0;3;10;3190;0;2006;0;98038;47.3558;-122.004;3250;7323
2346200030;20150105T000000;802541.0;5;2.75;2990;6768;2.0;0;0;3;9;2990;0;2014;0;98006;47.5462;-122.182;2870;6768
7853290030;20150311T000000;507000.0;4;2.5;2730;7649;2.0;0;0;3;7;2730;0;2006;0;98065;47.5441;-121.882;2730;6216
7694800270;20150420T000000;636000.0;3;2.5;2140;2770;2.0;0;0;3;8;1770;370;2007;0;98052;47.6664;-122.131;2510;2708
2619950350;20140508T000000;403000.0;3;2.75;2090;8354;2.0;0;0;3;8;2090;0;2012;0;98019;47.7336;-121.965;2280;6348
731500200;20150113T000000;347500.0;4;2.5;2156;3562;2.0;0;0;3;9;2156;0;2012;0;98030;47.3591;-122.201;1708;3539
8682300890;20140828T000000;699800.0;2;2.5;2380;6600;1.0;0;0;3;8;2380;0;2010;0;98053;47.717;-122.02;1870;6600
6379500159;20140911T000000;400000.0;3;2.25;1190;1149;2.0;0;0;3;8;1050;140;2008;0;98116;47.5818;-122.387;1210;1316
8856940060;20150227T000000;374950.0;4;2.75;2730;4683;2.0;0;0;3;7;2730;0;2005;0;98038;47.3608;-122.043;2230;4924
1139000069;20141118T000000;320000.0;3;1.5;1240;1221;2.0;0;0;3;8;1050;190;2009;0;98133;47.7073;-122.356;1180;887
8854100350;20150107T000000;625000.0;5;2.5;2990;15085;2.0;0;0;3;9;2990;0;2007;0;98011;47.746;-122.218;3150;13076
7234600903;20141016T000000;419000.0;2;2.25;1180;1253;2.0;0;0;3;8;840;340;2008;0;98122;47.6124;-122.309;1310;1963
1421069208;20141223T000000;379000.0;3;3.25;2660;17852;2.5;0;0;3;8;2660;0;2014;0;98010;47.3077;-122.011;1320;11876
5014600240;20140814T000000;682000.0;5;2.75;2760;5000;2.0;0;0;3;9;2760;0;2005;0;98059;47.539;-122.188;2870;5030
108000127;20141209T000000;456500.0;4;3.5;2000;2309;3.0;0;0;3;8;2000;0;2008;0;98177;47.7027;-122.361;1440;1548
5637500070;20140731T000000;438000.0;3;2.5;1520;1304;2.0;0;0;3;8;1180;340;2006;0;98136;47.5446;-122.385;1270;1718
3056800160;20140812T000000;370500.0;4;2.5;1790;6120;2.0;0;0;3;7;1790;0;2005;0;98059;47.4829;-122.128;1950;5660
1937300270;20150303T000000;910000.0;3;3.5;2480;3200;2.0;0;0;3;10;2480;0;2010;0;98144;47.5951;-122.307;1980;3200
510002519;20140715T000000;466000.0;2;1.5;1140;1058;3.0;0;0;3;7;1140;0;2005;0;98103;47.6608;-122.333;1170;1116
2296500136;20140509T000000;839900.0;4;3.5;3810;13592;1.0;0;1;3;9;2560;1250;2013;0;98056;47.5134;-122.2;3230;9311
3278600710;20140714T000000;200000.0;1;1.5;1010;1157;2.0;0;0;3;8;950;60;2007;0;98126;47.5492;-122.372;1360;1688
2768301525;20141023T000000;570000.0;3;3.25;1570;1777;2.0;0;0;3;8;1260;310;2007;0;98107;47.6655;-122.369;1000;1777
8730000270;20150514T000000;359000.0;2;2.75;1370;1140;2.0;0;0;3;8;1080;290;2009;0;98133;47.7052;-122.343;1370;1090
3395070640;20140902T000000;300000.0;3;2.5;1320;2614;2.0;0;0;3;7;1320;0;2005;0;98118;47.5355;-122.283;1320;2533
8820901670;20140811T000000;971000.0;5;3.5;4390;10140;2.0;0;0;3;9;3350;1040;2005;0;98125;47.7174;-122.282;2010;8400
7853340860;20150310T000000;420000.0;2;2.75;1760;4139;2.0;0;0;3;8;1760;0;2010;0;98065;47.5175;-121.878;1870;3076
2826049282;20140614T000000;530000.0;3;2.5;1930;7214;2.0;0;0;3;8;1930;0;2005;0;98125;47.7191;-122.309;1930;7266
8946750030;20141218T000000;245000.0;3;2.25;1422;3677;2.0;0;0;3;7;1422;0;2012;0;98092;47.3204;-122.178;1677;3677
5700004028;20150417T000000;2450000.0;4;4.25;4250;6552;2.0;0;3;4;10;2870;1380;2008;0;98144;47.5747;-122.283;3640;8841
5416300240;20150202T000000;935000.0;4;4.5;5670;84267;2.0;0;2;3;11;5670;0;2008;0;98010;47.323;-122.044;4100;83729
7203220260;20140716T000000;1035480.0;5;3.25;4475;6642;2.0;0;0;3;9;4475;0;2014;0;98053;47.6849;-122.018;3720;6633
3278604400;20140602T000000;285000.0;2;2.5;1380;1073;2.0;0;0;3;7;1140;240;2011;0;98126;47.5462;-122.369;1580;2036
5416510060;20150306T000000;367000.0;4;2.5;2960;6219;2.0;0;0;3;9;2960;0;2006;0;98038;47.3603;-122.037;2960;5361
255520260;20150324T000000;624000.0;5;3.75;3570;14648;2.0;0;0;3;9;3570;0;2005;0;98019;47.7377;-121.974;3160;7882
7237501180;20140625T000000;1200000.0;4;1.75;3990;13470;2.0;0;0;3;11;3990;0;2006;0;98059;47.5305;-122.131;5790;13709
8956000350;20140903T000000;605000.0;3;2.5;2010;3667;2.0;0;0;3;9;2010;0;2008;0;98027;47.545;-122.015;2350;3600
3630180400;20140626T000000;826000.0;4;2.5;3060;7140;2.0;0;0;3;9;3060;0;2006;0;98027;47.5393;-121.998;3240;6218
5458300685;20140520T000000;479000.0;3;2.5;1260;889;3.0;0;0;3;8;1260;0;2008;0;98109;47.6277;-122.345;1340;1324
3331000070;20140606T000000;735000.0;4;2.5;2820;6180;2.0;0;0;3;9;2050;770;2013;0;98118;47.5529;-122.281;1390;4635
5309100140;20140624T000000;880000.0;4;2.5;3030;3841;3.0;0;0;3;9;3030;0;2005;0;98117;47.6781;-122.369;1080;4922
8658300510;20150419T000000;410500.0;4;2.5;1980;5000;2.0;0;0;3;8;1980;0;2008;0;98014;47.6492;-121.908;1400;8500
8682281170;20141113T000000;449000.0;2;1.75;1510;6852;1.0;0;0;3;8;1510;0;2005;0;98053;47.7073;-122.012;1510;5912
567000392;20141103T000000;363000.0;2;2.0;920;1201;2.0;0;0;3;8;800;120;2009;0;98144;47.5926;-122.295;1150;1161
3655400060;20140808T000000;445000.0;3;2.5;2470;4565;2.0;0;0;3;7;2470;0;2005;0;98056;47.514;-122.189;2470;5064
8944460030;20141014T000000;325000.0;4;2.5;2963;5797;2.0;0;0;3;9;2963;0;2006;0;98030;47.3831;-122.185;2665;6119
2025760160;20140703T000000;835000.0;4;4.25;4930;25714;2.0;0;0;3;12;4930;0;2005;0;98092;47.3069;-122.148;3620;23035
2407900200;20150409T000000;530000.0;4;2.5;2950;4836;2.0;0;0;3;7;2950;0;2006;0;98059;47.479;-122.129;2120;4750
1962200036;20140819T000000;600000.0;3;1.75;1620;1325;2.5;0;0;3;9;1430;190;2005;0;98102;47.6498;-122.321;1750;1572
9126100550;20140513T000000;625000.0;3;3.5;1810;1846;2.0;0;0;4;8;1440;370;2009;0;98122;47.607;-122.305;1480;3600
3630180340;20141104T000000;825000.0;4;2.5;3370;5000;2.0;0;0;3;9;3370;0;2006;0;98027;47.541;-121.998;3370;5237
9301300751;20140728T000000;464950.0;3;1.5;1200;890;2.0;0;0;3;8;1030;170;2008;0;98109;47.6384;-122.342;1230;2120
8691410700;20150116T000000;735000.0;4;3.5;3100;5600;2.0;0;0;3;9;3100;0;2005;0;98075;47.5968;-121.978;3080;5600
3295950240;20140905T000000;303700.0;3;2.5;1981;5700;2.0;0;0;3;8;1981;0;2010;0;98030;47.3668;-122.178;1981;5894
6117500320;20140708T000000;1131000.0;3;2.25;2790;13791;1.0;0;3;3;8;2790;0;2006;0;98166;47.4389;-122.351;2720;12600
8681660060;20140929T000000;503000.0;4;2.5;2470;5044;2.0;0;0;3;9;2470;0;2005;0;98155;47.7728;-122.271;2790;5583
1687000270;20140528T000000;267000.0;3;2.5;2495;4400;2.0;0;0;3;8;2495;0;2007;0;98001;47.288;-122.283;2434;4400
8682291840;20150331T000000;408000.0;2;2.0;1200;3900;1.0;0;0;3;8;1200;0;2006;0;98053;47.72;-122.024;1440;5580
6639900012;20140917T000000;706000.0;4;2.5;2740;7571;2.0;0;0;3;9;2740;0;2009;0;98033;47.6962;-122.179;2880;7203
4299000030;20140923T000000;354000.0;4;2.5;2900;4762;2.0;0;0;3;8;2900;0;2005;0;98042;47.3663;-122.129;2900;5173
8907500070;20150413T000000;5350000.0;5;5.0;8000;23985;2.0;0;4;3;12;6720;1280;2009;0;98004;47.6232;-122.22;4600;21750
3630120700;20140513T000000;757000.0;3;3.25;3190;5283;2.0;0;0;3;9;3190;0;2007;0;98029;47.5534;-122.002;2950;5198
3630120700;20150107T000000;765000.0;3;3.25;3190;5283;2.0;0;0;3;9;3190;0;2007;0;98029;47.5534;-122.002;2950;5198
6362900172;20140923T000000;499950.0;3;3.5;1820;1991;2.0;0;0;3;8;1430;390;2014;0;98144;47.596;-122.298;1550;1460
9272200810;20150316T000000;1218000.0;4;3.0;3470;4750;2.0;0;2;3;9;2370;1100;2014;0;98116;47.5917;-122.386;2420;4761
8165500830;20150327T000000;409900.0;3;2.5;1690;1200;2.0;0;0;3;8;1410;280;2013;0;98106;47.5389;-122.367;1690;1760
1115300270;20150428T000000;900000.0;6;3.75;4210;6105;2.0;0;0;3;9;3280;930;2008;0;98059;47.5211;-122.157;3820;6368
9510970310;20140612T000000;789500.0;4;2.5;3010;6100;2.0;0;0;3;9;3010;0;2005;0;98052;47.6647;-122.08;2890;5176
98030160;20150212T000000;797000.0;3;3.5;3500;9473;2.0;0;0;3;10;3500;0;2008;0;98075;47.5807;-121.972;3510;7833
7853300070;20140818T000000;539950.0;5;3.0;3100;5250;2.0;0;0;3;7;3100;0;2006;0;98065;47.5369;-121.888;2460;5250
6127011000;20140508T000000;537500.0;4;2.5;2550;4630;2.0;0;0;3;7;2550;0;2005;0;98075;47.5928;-122.004;2550;5151
7625700012;20141202T000000;370000.0;3;2.75;1250;1655;2.0;0;0;3;7;830;420;2006;0;98136;47.5554;-122.382;1520;3001
1338801019;20140701T000000;1198000.0;4;3.5;3400;3850;2.5;0;0;3;10;2790;610;2008;0;98112;47.6258;-122.302;2030;4000
6181430800;20150105T000000;330000.0;4;2.5;3504;6000;2.0;0;0;3;7;3504;0;2006;0;98001;47.3012;-122.285;2790;5231
2767604247;20140711T000000;467000.0;2;2.5;1140;1181;3.0;0;0;3;8;1140;0;2007;0;98107;47.6713;-122.383;1220;1189
1513800036;20140516T000000;799000.0;4;3.25;3120;5000;2.0;0;0;3;9;2370;750;2005;0;98115;47.69;-122.299;2520;6000
5021900140;20141120T000000;1679000.0;5;4.25;4830;11466;2.0;0;0;3;10;3720;1110;2014;0;98040;47.5774;-122.222;2180;11017
2115200160;20140605T000000;445000.0;4;2.5;2340;3784;2.0;0;0;3;8;2340;0;2008;0;98106;47.535;-122.348;1730;4000
8113600004;20140520T000000;599950.0;3;2.5;2660;4975;2.0;0;0;3;8;2660;0;2014;0;98118;47.5487;-122.272;1840;6653
1832100030;20140625T000000;597326.0;4;4.0;3570;8250;2.0;0;0;3;10;2860;710;2015;0;98040;47.5784;-122.226;2230;10000
2538410140;20140808T000000;330000.0;5;2.5;2600;3839;2.0;0;0;3;7;2600;0;2005;0;98058;47.4324;-122.145;2180;4800
2025770560;20141103T000000;930000.0;4;4.25;5710;24663;2.0;0;0;3;11;5710;0;2007;0;98092;47.3065;-122.158;4060;23847
9274200320;20150413T000000;580000.0;3;2.5;1740;1280;3.0;0;2;3;8;1740;0;2008;0;98116;47.589;-122.387;1740;1308
8682300640;20140828T000000;740000.0;2;2.5;2170;8678;1.0;0;0;3;8;2170;0;2008;0;98053;47.7161;-122.014;2170;5890
1853081000;20140717T000000;820000.0;5;2.75;2830;6137;2.0;0;0;3;9;2830;0;2010;0;98074;47.5932;-122.058;3170;6285
2402100575;20140613T000000;1125000.0;6;3.75;3010;4360;2.0;0;0;3;9;2000;1010;2014;0;98103;47.6873;-122.333;1600;5160
98030140;20141013T000000;785500.0;4;4.0;3280;8448;2.0;0;0;3;10;3280;0;2007;0;98075;47.5818;-121.973;3730;8030
3319500922;20150421T000000;345000.0;2;1.5;830;920;2.0;0;0;3;7;830;0;2005;0;98144;47.5998;-122.306;830;1200
7203101260;20150211T000000;411753.0;3;2.5;1710;3795;2.0;0;0;3;7;1710;0;2009;0;98053;47.6968;-122.024;1600;3821
5379804150;20150211T000000;598800.0;6;4.0;4470;17877;3.0;0;3;3;9;3230;1240;2013;0;98188;47.4514;-122.273;1790;18260
6127010800;20140609T000000;550000.0;3;2.5;2260;4165;2.0;0;0;3;7;2260;0;2005;0;98075;47.5922;-122.008;2770;4566
4379400560;20140529T000000;695000.0;3;2.5;2390;4555;2.0;0;0;3;9;2390;0;2006;0;98074;47.6199;-122.025;2540;4500
7203102080;20141217T000000;305000.0;2;1.0;1290;3140;2.0;0;0;3;7;1290;0;2008;0;98053;47.6971;-122.026;1290;2628
2767600400;20141118T000000;719950.0;3;2.25;2190;2416;3.0;0;0;3;8;2190;0;2014;0;98117;47.6758;-122.38;1510;3615
8730000260;20150504T000000;369950.0;2;2.75;1370;1140;2.0;0;0;3;8;1080;290;2009;0;98133;47.7053;-122.342;1370;1090
8682291940;20140630T000000;419000.0;2;1.75;1510;4980;1.0;0;0;3;8;1510;0;2006;0;98053;47.7191;-122.023;1350;4157
2767603210;20141210T000000;670950.0;3;2.5;1790;2375;3.0;0;0;3;8;1790;0;2007;0;98107;47.6726;-122.38;1450;2400
2880100160;20141119T000000;1010000.0;4;3.5;3350;3752;2.0;0;0;3;9;2550;800;2007;0;98117;47.6782;-122.365;1050;4960
7234601162;20140915T000000;570000.0;3;3.5;1460;1021;2.0;0;0;3;8;1150;310;2006;0;98122;47.6169;-122.309;1460;1245
629420260;20141002T000000;750000.0;4;2.75;3190;9023;2.0;0;0;3;9;3190;0;2005;0;98075;47.5898;-121.989;3159;5615
7853240560;20140903T000000;585000.0;4;2.5;3110;6479;2.0;0;0;3;9;3110;0;2005;0;98065;47.5408;-121.861;3110;7075
2781260370;20150128T000000;398000.0;4;2.5;2820;5510;2.0;0;0;3;9;2820;0;2005;0;98038;47.3477;-122.024;2820;5510
5104531820;20140602T000000;525000.0;4;2.5;2910;7631;2.0;0;2;3;9;2910;0;2006;0;98038;47.3552;-122.001;3190;5552
4027700844;20140916T000000;509950.0;3;2.5;1970;9153;2.0;0;0;3;8;1970;0;2007;0;98028;47.7698;-122.268;1800;9800
3047700105;20150423T000000;990000.0;4;3.75;3450;4940;2.0;0;0;3;10;2570;880;2006;0;98103;47.692;-122.338;1880;5387
7694800070;20140818T000000;468000.0;2;2.5;1480;2167;2.0;0;0;3;8;1390;90;2007;0;98052;47.6658;-122.132;2130;2556
2719100013;20150429T000000;418000.0;2;1.5;1480;1349;2.0;0;0;3;7;1240;240;2007;0;98136;47.5439;-122.386;1550;1349
2538400060;20140612T000000;860000.0;4;3.25;3960;7012;2.0;0;0;3;10;3960;0;2005;0;98075;47.5854;-122.08;3680;8522
2622059062;20141015T000000;739500.0;3;3.25;4460;51177;2.0;0;0;3;9;4460;0;2005;0;98042;47.3648;-122.143;2670;38925
2517000700;20150421T000000;325000.0;3;2.5;2540;4260;2.0;0;0;3;7;2540;0;2005;0;98042;47.3989;-122.164;2190;4260
3185600055;20140611T000000;495000.0;6;5.0;3440;4500;2.0;0;0;3;8;3280;160;2007;0;98055;47.4871;-122.219;1400;5500
8946750140;20150430T000000;282000.0;3;2.25;1552;3600;2.0;0;0;3;7;1552;0;2012;0;98092;47.3198;-122.178;1677;3600
2395710070;20140725T000000;340000.0;4;2.25;2230;6791;2.0;0;0;3;8;2230;0;2005;0;98038;47.3769;-122.028;2420;6297
3888100128;20140728T000000;968933.0;4;3.5;4120;7304;2.0;0;0;3;11;3070;1050;2006;0;98033;47.681;-122.167;2470;9600
8682281710;20140620T000000;754800.0;2;2.5;2770;7781;2.0;0;0;3;8;2770;0;2006;0;98053;47.7072;-122.017;1870;5984
3630180240;20140711T000000;808900.0;5;2.5;2900;5901;2.0;0;0;3;9;2900;0;2006;0;98027;47.5396;-121.998;3200;5775
3278601940;20140806T000000;349950.0;2;3.25;1570;2031;2.0;0;0;3;8;1310;260;2006;0;98126;47.548;-122.375;1570;2039
7853250160;20150220T000000;520000.0;4;2.5;3060;7161;2.0;0;0;3;8;2860;200;2005;0;98065;47.5383;-121.879;2950;6822
2568200140;20140625T000000;739900.0;5;2.5;2980;5377;2.0;0;0;3;9;2980;0;2006;0;98052;47.7074;-122.101;3150;6593
4358700186;20141211T000000;275000.0;3;2.25;1260;1488;3.0;0;0;3;7;1260;0;2009;0;98133;47.7071;-122.336;1190;1095
8562900520;20140612T000000;640000.0;5;3.5;3690;11928;2.0;0;0;3;9;2540;1150;2006;0;98074;47.6108;-122.06;2640;11928
6979970140;20150417T000000;475000.0;3;2.5;2370;3239;2.0;0;0;3;8;1950;420;2006;0;98072;47.7515;-122.174;2520;3431
1822500160;20141212T000000;356500.0;4;2.5;2570;11473;2.0;0;0;3;8;2570;0;2008;0;98003;47.2809;-122.296;2430;5997
8682282180;20140923T000000;509000.0;2;2.0;1560;4675;1.0;0;0;3;8;1560;0;2006;0;98053;47.7086;-122.019;1870;6361
5104531580;20150416T000000;490000.0;4;3.5;3200;6420;2.0;0;0;3;9;3200;0;2006;0;98038;47.3545;-122.001;3200;6291
2738650030;20150511T000000;552500.0;3;2.5;2450;3582;2.0;0;0;3;9;2450;0;2008;0;98072;47.7749;-122.159;2490;5449
9542830160;20141218T000000;299900.0;4;2.5;1580;3632;2.0;0;0;3;7;1580;0;2011;0;98038;47.3672;-122.019;1950;3800
3630120960;20140718T000000;715000.0;3;3.25;3230;5000;2.0;0;0;3;9;3230;0;2006;0;98029;47.5558;-122.002;2670;3977
1687000240;20141210T000000;276000.0;3;2.5;2495;4400;2.0;0;0;3;8;2495;0;2007;0;98001;47.2877;-122.283;2434;4400
1687000200;20150410T000000;259000.0;3;2.5;2153;4400;2.0;0;0;3;8;2153;0;2007;0;98001;47.2872;-122.283;2434;4400
9274200316;20150409T000000;558000.0;3;2.5;1680;934;3.0;0;0;3;8;1680;0;2008;0;98116;47.5891;-122.387;1740;1280
3076500830;20141029T000000;385195.0;1;1.0;710;6000;1.5;0;0;3;6;710;0;2015;0;98144;47.5756;-122.316;1440;4800
6891100260;20141111T000000;830000.0;5;3.5;3700;5400;2.0;0;0;3;9;2890;810;2011;0;98053;47.7085;-122.117;3620;5460
7300000550;20150424T000000;305000.0;3;2.5;1714;3240;2.0;0;0;3;8;1714;0;2005;0;98055;47.4288;-122.19;1714;3240
7203101580;20140724T000000;410000.0;3;2.5;1740;4948;2.0;0;0;3;7;1740;0;2008;0;98053;47.6966;-122.025;1290;3383
7272001610;20150317T000000;397000.0;4;2.5;2201;9542;2.0;0;0;3;8;2201;0;2006;0;98198;47.4002;-122.317;1990;9542
2781260070;20150108T000000;388000.0;4;2.5;2560;5800;2.0;0;0;3;9;2560;0;2005;0;98038;47.3474;-122.025;3040;5800
151000075;20150206T000000;856000.0;3;2.5;2160;3920;2.0;0;0;3;9;2160;0;2014;0;98116;47.5762;-122.415;1500;4920
5104530240;20140724T000000;346950.0;3;2.5;2040;4348;2.0;0;0;4;8;2040;0;2006;0;98038;47.3517;-121.999;2380;4348
4139680070;20140617T000000;866059.0;5;3.5;3130;4797;2.0;0;0;3;9;2570;560;2014;0;98006;47.5664;-122.129;3440;5439
3601200465;20150123T000000;340000.0;4;2.75;3527;7200;2.0;0;0;3;7;3527;0;2005;0;98198;47.3823;-122.3;2490;7200
